truehr,hr_adj1,hr_adj2,hr_adj3,hr_adj4,hr_adj5,hr_adj6,hr_adj8,hr_adj9,batcheff,datalabel
0.3333333333333333,0.3692025540991823,0.37289563410424265,0.37349035828807553,0.3720651012890408,0.36834147873847906,0.3853440050664847,0.3057526453270271,0.37300232270405503,1,1
0.4807498567691361,0.4206819418673687,0.4254019166859112,0.42550972368819007,0.4254632951982384,0.41614798276046977,0.43314380939592617,0.36632920576587474,0.40297727674885125,1,1
0.6933612743506347,0.6892780684042499,0.6950903394908254,0.694424312887609,0.6952128550666175,0.7060866631211479,0.7084321511344951,0.6409567478936183,0.6953517989889302,1,1
1,1.0672763867029653,1.0594452562021672,1.0584934239333732,1.057149265185422,1.0529277607599365,1.0390982459801004,1.0961167120733837,1.0888578358155492,1,1
1.4422495703074085,1.4710371677294758,1.4678498586370432,1.4677497208346542,1.472555065147377,1.502559994610837,1.4350625773575754,1.6659907573156483,1.4751854138855554,1,1
2.0800838230519045,1.8608985344165272,1.8535579185360977,1.852155696772483,1.847131345658272,1.8684530091194627,1.7908514726178408,2.38823397842656,1.935097227573009,1,1
3.0000000000000004,2.7279188224924114,2.735327691550545,2.7404314328256514,2.746262236143948,2.849065140332864,2.7126478451959017,7.673477529440774,2.8138268531572104,1,1
0.3333333333333333,0.30233766346808294,0.30383126302367414,0.3036016509139163,0.30325763029732783,0.28766290547858847,0.3119547511405839,0.2326578144621628,0.2861165919258038,1,1
0.4807498567691361,0.4647453052984672,0.46642319807257826,0.4664620159111887,0.46694723868934174,0.4814638297524714,0.4723576406209776,0.38162665600189816,0.4558288512711909,1,1
0.6933612743506347,0.6178595940670396,0.6197376762779859,0.6200108400551668,0.621369681111789,0.6369777350479231,0.6405274572916869,0.5755900374606299,0.6007252052721541,1,1
1,1.043077217828812,1.0374428820896318,1.038175768946932,1.0361866485717468,1.025728891718052,1.0350937788521632,1.0104739988718239,1.035645613647388,1,1
1.4422495703074085,1.7212063160543334,1.7203471496163931,1.7208680883833527,1.7164895365688053,1.7953639534838075,1.6545473206809764,1.955674128704544,1.7346832505871053,1,1
2.0800838230519045,1.976206343547771,1.9848546414581953,1.981220980177494,1.985177735332497,2.044445884369652,1.9564752267667012,2.1828106890023884,1.9145207001542792,1,1
3.0000000000000004,2.4787880815512016,2.4644242711906763,2.4635630244519615,2.4588103060950184,2.49262404794406,2.2724405997618744,3.3244046081223555,2.799841644680033,1,1
0.3333333333333333,0.28139006846132203,0.27977295450258316,0.27958633628538765,0.2784733850236192,0.26388662480936437,0.2698986617766698,0.2902147961700213,0.2540664554844976,1,1
0.4807498567691361,0.5790604084436172,0.5792903783815144,0.5791084770037193,0.5801668636716014,0.5682640876905803,0.5796756953410195,0.5283422892533297,0.591660755390807,1,1
0.6933612743506347,0.6695233430778538,0.6728021488470435,0.6742072801631914,0.6727733364697543,0.672155171456457,0.6793913433015885,0.631843972955099,0.662546626796424,1,1
1,1.1138924247281388,1.1222481889648914,1.1223087209656242,1.124901399886922,1.1109639677326246,1.0901581595036678,1.1904856075232388,1.1314314806622727,1,1
1.4422495703074085,1.5542453454451861,1.53330785470542,1.5317858678175411,1.5270877512654693,1.5875289534479682,1.4993368665880185,1.5474301968388708,1.5692315937566075,1,1
2.0800838230519045,1.7499564477125644,1.7513674207335168,1.7472979073926662,1.7446787129073378,1.7889552972605995,1.7894425216988352,1.9277399572169711,1.8153046140919777,1,1
3.0000000000000004,2.8458844141843076,2.8852724471997733,2.884242263838301,2.880787382446883,2.9702503310828665,2.7991617326099187,4.207097219264782,3.0759348455452242,1,1
0.3333333333333333,0.2469973719240166,0.25039266906639596,0.25085971760287706,0.25415015439265887,0.2538941966016234,0.25084955908989953,0.20731559024693838,0.2335454687110513,1,1
0.4807498567691361,0.4598234145880557,0.46001709232374793,0.4603105588624749,0.46046813535751047,0.4594851751989667,0.4579098098361711,0.4034170566901155,0.45127036426586337,1,1
0.6933612743506347,0.7264160658465839,0.7216464595185523,0.7218260637517185,0.7196336276115824,0.7151209589502687,0.7294145813404538,0.7237591549718565,0.6983634266475313,1,1
1,1.0332988362926838,1.0388803041199253,1.038330017099939,1.0427115706015362,1.0515285263808627,1.0333118119589566,0.9496754473717336,1.0353613839035216,1,1
1.4422495703074085,1.2997320830486994,1.3083245751971428,1.3071144898948805,1.3048955220728784,1.3061481809912627,1.3191370772435371,1.3458101742620534,1.3540923799630553,1,1
2.0800838230519045,2.074481271966786,2.075496364915183,2.0722061494531068,2.0633898458448336,2.124181358900367,2.05083318208936,2.4160712905590658,2.0993746517685374,1,1
3.0000000000000004,3.5047834972896053,3.481953548916302,3.484533858537784,3.4856224866051857,3.7344991806933963,3.5289863392622625,4.33492654986164,3.5019445138475818,1,1
0.3333333333333333,0.30726048230065844,0.3092231890594071,0.30941212617100033,0.3080625968240163,0.2950979154280484,0.31740248060324056,0.23666534612403248,0.2923445782904923,1,1
0.4807498567691361,0.49170195895169955,0.48982438704860226,0.49069717901333043,0.4912150965567059,0.4944140948277583,0.5007780520628392,0.4307657405170337,0.4977418799773542,1,1
0.6933612743506347,0.5375826358971642,0.5385341793506453,0.538337592733124,0.5399667325218109,0.5471488007217663,0.5335482884906794,0.5108795036178158,0.5347366882434256,1,1
1,0.9280554844984247,0.9351751781982824,0.9350897843613653,0.9368734155768784,0.933993364563144,0.9361252001779349,0.8115420468519619,0.9161159818542314,1,1
1.4422495703074085,1.3805587191489421,1.3887330977377454,1.3866033594863132,1.3872488149328275,1.3873214392287787,1.3743145343837537,1.402763047678749,1.3351080382336848,1,1
2.0800838230519045,1.9434279362604603,1.9437797816697293,1.9428951234665475,1.9403439082971716,1.9528215427288524,1.9023525551597134,2.2130349895007413,2.033885496659142,1,1
3.0000000000000004,2.8443773532957706,2.842281356764771,2.840767452758241,2.8427619004969924,2.906207366175254,2.869059773087662,2.556151871090773,2.8001875291769442,1,1
0.3333333333333333,0.29372198809614275,0.2976735525914288,0.2976926525852442,0.2980992765900791,0.28434755067482187,0.27257317067576653,0.23238258948935037,0.2672875418783777,1,1
0.4807498567691361,0.4681405454957137,0.46681921490632183,0.46611870812767864,0.466261813374829,0.4923276898317231,0.4704751632418278,0.36507562291811574,0.42138011603312514,1,1
0.6933612743506347,0.6886868482590157,0.6930741322065643,0.6922978046047333,0.6932565622602102,0.6728204992610695,0.6825455838431347,0.6566701105355447,0.6780033612234929,1,1
1,1.135959591992807,1.1366536672916465,1.1370115555492493,1.138603905370177,1.1144899070760932,1.1244983949501661,1.2162468120294456,1.141233526025809,1,1
1.4422495703074085,1.2716873568529494,1.2863696930638875,1.2838786673944746,1.2850268217442244,1.2569113381982628,1.263721625995319,1.477795378477691,1.3523627321535432,1,1
2.0800838230519045,2.4713420260680303,2.473966219958991,2.4763922137098064,2.475520623756391,2.6250686993605714,2.4444111922679266,2.646806936772004,2.3936894199155536,1,1
3.0000000000000004,2.935255262344757,2.9583502179270655,2.9520809212207597,2.9346954069935767,3.1509209202114503,2.965765811883274,4.548029514745488,3.1972397795217304,1,1
0.3333333333333333,0.29748303149872374,0.2953125291886874,0.2953541201121009,0.29654062256769387,0.28917079050551703,0.29322959075691474,0.25180788048623,0.2749015161227928,1,1
0.4807498567691361,0.3944285532418859,0.39967975645246356,0.39971214747224215,0.4040135936752377,0.3957903107876747,0.40636337860366994,0.269294106783114,0.3971776134712433,1,1
0.6933612743506347,0.6002615576650064,0.6059169990473169,0.6053779569885469,0.6040979743523386,0.5948827163592826,0.6136355755947493,0.5220215920270298,0.5986640602423422,1,1
